[ItemPickupLog] [2025-08-02T20:07:30.4084133] Picked up GameItem{name=Casket, id=2714, amount=197} at Position{x=3217, y=3234, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.3835773] Picked up GameItem{name=Water rune, id=555, amount=5} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.3855803] Picked up GameItem{name=Coins, id=995, amount=30} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.3855803] Picked up GameItem{name=Air rune, id=556, amount=2} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.3875792] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2281, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.3875792] Picked up GameItem{name=Water rune, id=555, amount=6} at Position{x=2281, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.3885803] Picked up GameItem{name=Coins, id=995, amount=25} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.3885803] Picked up GameItem{name=Air rune, id=556, amount=4} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.3905801] Picked up GameItem{name=Coins, id=995, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.3905801] Picked up GameItem{name=Air rune, id=556, amount=3} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.392581] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.392581] Picked up GameItem{name=Water rune, id=555, amount=5} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.3945832] Picked up GameItem{name=Coins, id=995, amount=28} at Position{x=2281, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.395583] Picked up GameItem{name=Water rune, id=555, amount=4} at Position{x=2281, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.3965829] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2281, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.3965829] Picked up GameItem{name=Water rune, id=555, amount=2} at Position{x=2281, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.3965829] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2281, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.3985822] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:46.3985822] Picked up GameItem{name=Water rune, id=555, amount=3} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:47.568846] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:47.568846] Picked up GameItem{name=Water rune, id=555, amount=6} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.3771351] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.3771351] Picked up GameItem{name=Water rune, id=555, amount=4} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.3801338] Picked up GameItem{name=Coins, id=995, amount=6} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.3801338] Picked up GameItem{name=Air rune, id=556, amount=4} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.3871344] Picked up GameItem{name=Coins, id=995, amount=24} at Position{x=2280, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.3871344] Picked up GameItem{name=Air rune, id=556, amount=2} at Position{x=2280, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.3921337] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.3921337] Picked up GameItem{name=Air rune, id=556, amount=2} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.3951339] Picked up GameItem{name=Coins, id=995, amount=20} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.3961338] Picked up GameItem{name=Air rune, id=556, amount=5} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.3991353] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2284, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.3991353] Picked up GameItem{name=Air rune, id=556, amount=4} at Position{x=2284, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.4011384] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.4011384] Picked up GameItem{name=Water rune, id=555, amount=5} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.4011384] Picked up GameItem{name=Crystal key, id=989, amount=1} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.4031365] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2284, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.4031365] Picked up GameItem{name=Water rune, id=555, amount=3} at Position{x=2284, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.4051385] Picked up GameItem{name=Coins, id=995, amount=7} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.4051385] Picked up GameItem{name=Water rune, id=555, amount=4} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.406138] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2280, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.406138] Picked up GameItem{name=Air rune, id=556, amount=2} at Position{x=2280, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.4081383] Picked up GameItem{name=Coins, id=995, amount=17} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.4091383] Picked up GameItem{name=Water rune, id=555, amount=4} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.4111408] Picked up GameItem{name=Coins, id=995, amount=7} at Position{x=2286, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.4111408] Picked up GameItem{name=Air rune, id=556, amount=3} at Position{x=2286, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.4111408] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2286, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.4121401] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.4131393] Picked up GameItem{name=Air rune, id=556, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.4141384] Picked up GameItem{name=Coins, id=995, amount=29} at Position{x=2283, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:49.4141384] Picked up GameItem{name=Water rune, id=555, amount=3} at Position{x=2283, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:51.7911379] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2284, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:51.7911379] Picked up GameItem{name=Water rune, id=555, amount=3} at Position{x=2284, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:51.7921281] Picked up GameItem{name=Coins, id=995, amount=21} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:51.7921281] Picked up GameItem{name=Air rune, id=556, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:52.9958544] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:52.9958544] Picked up GameItem{name=Water rune, id=555, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:52.9958544] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4084259] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2286, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4084259] Picked up GameItem{name=Water rune, id=555, amount=2} at Position{x=2286, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4094276] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2288, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4094276] Picked up GameItem{name=Air rune, id=556, amount=5} at Position{x=2288, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4104277] Picked up GameItem{name=Coins, id=995, amount=20} at Position{x=2285, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4114281] Picked up GameItem{name=Water rune, id=555, amount=1} at Position{x=2285, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4114281] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2285, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4124276] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2284, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4124276] Picked up GameItem{name=Water rune, id=555, amount=4} at Position{x=2284, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4124276] Picked up GameItem{name=Crystal key, id=989, amount=1} at Position{x=2284, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.414429] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2286, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.414429] Picked up GameItem{name=Water rune, id=555, amount=1} at Position{x=2286, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4154287] Picked up GameItem{name=Coins, id=995, amount=2} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4154287] Picked up GameItem{name=Water rune, id=555, amount=1} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4174303] Picked up GameItem{name=Coins, id=995, amount=11} at Position{x=2278, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4174303] Picked up GameItem{name=Air rune, id=556, amount=5} at Position{x=2278, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.41943] Picked up GameItem{name=Coins, id=995, amount=6} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.41943] Picked up GameItem{name=Air rune, id=556, amount=1} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4204307] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2283, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4204307] Picked up GameItem{name=Water rune, id=555, amount=6} at Position{x=2283, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4214307] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2284, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.422431] Picked up GameItem{name=Air rune, id=556, amount=1} at Position{x=2284, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4234311] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4234311] Picked up GameItem{name=Water rune, id=555, amount=6} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4244308] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4244308] Picked up GameItem{name=Air rune, id=556, amount=4} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4254314] Picked up GameItem{name=Coins, id=995, amount=19} at Position{x=2279, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4264326] Picked up GameItem{name=Water rune, id=555, amount=2} at Position{x=2279, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4274318] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4274318] Picked up GameItem{name=Water rune, id=555, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4274318] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4284319] Picked up GameItem{name=Coins, id=995, amount=8} at Position{x=2283, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4284319] Picked up GameItem{name=Air rune, id=556, amount=2} at Position{x=2283, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4294315] Picked up GameItem{name=Coins, id=995, amount=16} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4294315] Picked up GameItem{name=Water rune, id=555, amount=2} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4314326] Picked up GameItem{name=Coins, id=995, amount=22} at Position{x=2278, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4314326] Picked up GameItem{name=Air rune, id=556, amount=4} at Position{x=2278, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4314326] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2278, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4324333] Picked up GameItem{name=Coins, id=995, amount=29} at Position{x=2280, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4324333] Picked up GameItem{name=Air rune, id=556, amount=4} at Position{x=2280, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4344332] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.4344332] Picked up GameItem{name=Air rune, id=556, amount=5} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.436433] Picked up GameItem{name=Coins, id=995, amount=19} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:55.436433] Picked up GameItem{name=Air rune, id=556, amount=3} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:56.6114178] Picked up GameItem{name=Coins, id=995, amount=26} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:56.6114178] Picked up GameItem{name=Air rune, id=556, amount=2} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.040242] Picked up GameItem{name=Coins, id=995, amount=17} at Position{x=2282, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.040242] Picked up GameItem{name=Air rune, id=556, amount=3} at Position{x=2282, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0422338] Picked up GameItem{name=Coins, id=995, amount=29} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0422338] Picked up GameItem{name=Air rune, id=556, amount=4} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0432345] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2284, y=4764, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0432345] Picked up GameItem{name=Water rune, id=555, amount=5} at Position{x=2284, y=4764, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0432345] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2284, y=4764, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0452355] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2279, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0452355] Picked up GameItem{name=Air rune, id=556, amount=3} at Position{x=2279, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0462356] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0462356] Picked up GameItem{name=Water rune, id=555, amount=5} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0472351] Picked up GameItem{name=Coins, id=995, amount=16} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0472351] Picked up GameItem{name=Air rune, id=556, amount=3} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0492366] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0492366] Picked up GameItem{name=Water rune, id=555, amount=2} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0502352] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2284, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0502352] Picked up GameItem{name=Water rune, id=555, amount=5} at Position{x=2284, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0512376] Picked up GameItem{name=Coins, id=995, amount=14} at Position{x=2280, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0512376] Picked up GameItem{name=Water rune, id=555, amount=4} at Position{x=2280, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0532375] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2282, y=4763, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0532375] Picked up GameItem{name=Water rune, id=555, amount=4} at Position{x=2282, y=4763, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0542364] Picked up GameItem{name=Resource box, id=30000, amount=1} at Position{x=2282, y=4763, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0552369] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2278, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:14:59.0552369] Picked up GameItem{name=Air rune, id=556, amount=5} at Position{x=2278, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:00.8428544] Picked up GameItem{name=Coins, id=995, amount=12} at Position{x=2282, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:00.8428544] Picked up GameItem{name=Water rune, id=555, amount=3} at Position{x=2282, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:00.8448553] Picked up GameItem{name=Iron platebody, id=1115, amount=1} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:00.8448553] Picked up GameItem{name=Air rune, id=556, amount=4} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:15:00.8458567] Picked up GameItem{name=Coins, id=995, amount=14} at Position{x=2282, y=4771, z=0}, owner mercy
